Title,Clients last day,Rating,Voters,Price,Kitchen,Location,Boroughs
Wang Bbq,NA,NA,NA,0,Chinese,Flushing,Queens
888 Kitchen,NA,NA,NA,0,American,"Maspeth, NY",Queens
Smoke House,NA,NA,NA,0,Barbecue,"Middle Village, NY",Queens
Pho 32 N Shabu Restaurant,NA,NA,NA,0,American,Flushing,Queens
Kings Chef,NA,NA,NA,0,American,Astoria,Queens
Sals Hero Shop,NA,NA,NA,0,American,"College Point, NY",Queens
Su Ra Chung,NA,NA,NA,0,American,Flushing,Queens
Chinese House,NA,NA,NA,0,Chinese,Flushing,Queens
Gupji,NA,NA,NA,0,Seafood,Flushing,Queens
Mamma Luciana's,NA,NA,NA,0,Italian,"College Point, NY",Queens
Dado Fish Restaurant,NA,NA,NA,0,Seafood,Flushing,Queens
Beer & Wine Garden Restaurant,NA,NA,NA,0,Grill,Flushing,Queens
IndoChi Fusion Cuisine,NA,NA,NA,0,Vietnamese,Kew Gardens,Queens
Mangu Patio,NA,NA,NA,0,Caribbean,"College Point, NY",Queens
Yet-nal Jjajang,NA,NA,NA,0,Korean,Flushing,Queens
Mapo Bbq,NA,NA,NA,0,Barbecue,Flushing,Queens
de Mole Astoria,NA,NA,NA,0,Mexican,Astoria,Queens
Royal Biz,NA,NA,NA,0,American,Flushing,Queens
Hama Rest.,NA,NA,NA,0,Korean,Flushing,Queens
Hao Zhe,NA,NA,NA,0,Korean,Flushing,Queens
Mela S Cafe And Restaurant,NA,NA,NA,0,American,Kew Gardens,Queens
Quaint,NA,4.2,12,0,American,Sunnyside,Queens
Far East Szechuan Kitchen,NA,NA,NA,0,Asian,Kew Gardens,Queens
Mr. Dre Kitchen Bar,NA,4.1,6,0,Latin American,College Point,Queens
Hahm Ji Bach,NA,NA,NA,0,Korean,Flushing,Queens
Pizza Classica,NA,NA,NA,0,Italian,"Glendale, NY",Queens
Gu Gong Tan,NA,NA,NA,0,Korean,Flushing,Queens
Saffron Garden Queens,NA,3.8,3,0,Indian,Sunnyside,Queens
Camellia Cafe,NA,NA,NA,0,American,Flushing,Queens
Layaly Cafe,NA,NA,NA,0,Café,Astoria,Queens
Sahara Halal Grill,NA,NA,NA,0,American,"College Point, NY",Queens
Cascarinos Pizzeria,NA,NA,NA,0,Italian,"College Point, NY",Queens
Mr Grill,NA,NA,NA,0,American,"College Point, NY",Queens
Chingunae,NA,NA,NA,0,Korean,Flushing,Queens
Demole Ii Restaurant,NA,NA,NA,0,Mexican,Astoria,Queens
Homemade Taqueria,NA,NA,NA,0,Mexican,Long Island City,Queens
Sabor Colombian Restaurant,NA,NA,NA,0,Latin American,Flushing,Queens
Sawa Sushi,NA,NA,NA,0,Sushi,Flushing,Queens
New China,NA,NA,NA,0,Chinese,"College Point, NY",Queens
Old Bridge Incorporated,NA,NA,NA,0,American,Astoria,Queens
La Bella Pizzeria,NA,NA,NA,0,Italian,Sunnyside,Queens
Christos Hasapo Taverna,NA,NA,NA,0,Steakhouse,Astoria,Queens
Mangal Kebab & Pizza,NA,4.0,5,0,Turkish,Sunnyside,Queens
The Dog and Duck,NA,NA,NA,0,Gastro Pub,Sunnyside,Queens
SPYCE  Astoria,NA,4.0,15,0,Latin / Spanish,Astoria,Queens
College Point Restaurant,NA,NA,NA,0,American,"College Point, NY",Queens
Giovanni Pizza Restaurant Corporation,NA,NA,NA,0,Italian,Sunnyside,Queens
Wang Mandoo House,NA,NA,NA,0,Korean,Flushing,Queens
Dong Kyung,NA,NA,NA,0,Asian,Flushing,Queens
Cho Won Gal Bi,NA,NA,NA,0,Barbecue,Flushing,Queens
Joy Cafe,NA,NA,NA,0,American,Flushing,Queens
New Empire Szechuan Garden,NA,NA,NA,0,Chinese,Sunnyside,Queens
Bliss 46  Bistro,NA,NA,NA,0,French,Sunnyside,Queens
Mea So,NA,NA,NA,0,Asian,Flushing,Queens
ESTIA,NA,NA,NA,0,Greek,Astoria,Queens
Brothers Taverna,NA,4.4,4,0,Mediterranean,Astoria,Queens
Bliss,NA,NA,NA,0,French,Sunnyside,Queens
Los Verdes,NA,NA,NA,0,Latin American,Sunnyside,Queens
Wally's International Cuisine,NA,NA,NA,0,American,"Maspeth, NY",Queens
Cafe Colombia,NA,NA,NA,0,American,Sunnyside,Queens
Blackbirds Bar & Restaurant,NA,NA,NA,0,Grill,Astoria,Queens
Ecua Restaurant,NA,NA,NA,0,Mexican,Sunnyside,Queens
Haab,NA,NA,NA,0,American,Sunnyside,Queens
Lembi Cafe,NA,NA,NA,0,American,Astoria,Queens
Los Pollos,NA,NA,NA,0,Mexican,Sunnyside,Queens
Cairo Steakhouse,NA,NA,NA,0,Steakhouse,Astoria,Queens
Li Wan Restaurant Incorporated,NA,NA,NA,0,American,"Middle Village, NY",Queens
Amancer Caliente Restaurant,NA,NA,NA,0,American,Sunnyside,Queens
Lin Garden,NA,NA,NA,0,American,"Maspeth, NY",Queens
New Panda Restaurant,NA,NA,NA,0,Chinese,"Maspeth, NY",Queens
La Canela,NA,NA,NA,0,Café,Astoria,Queens
Passage Irish Bar & Kitchen,NA,4.4,6,0,Irish,Astoria,Queens
New York Style Eats,NA,NA,NA,0,American,Sunnyside,Queens
Sympatoch Cafe,NA,NA,NA,0,American,Astoria,Queens
Ole Mexican Grille,NA,NA,NA,0,Mexican,"College Point, NY",Queens
Sapra Seafood,NA,NA,NA,0,Seafood,Astoria,Queens
Spring Time Restaurant Company,NA,NA,NA,0,Latin American,Kew Gardens,Queens
Aden Restaurant,NA,NA,NA,0,American,Astoria,Queens
Parsons Diner,NA,NA,NA,0,American,"Flushing, NY",Queens
Kabab Cafe,NA,NA,NA,0,Middle Eastern,Astoria,Queens
Villa Restaurant & Lounge,NA,NA,NA,0,Grill,Astoria,Queens
Oki Japanese Resturant Corporation,NA,NA,NA,0,Japanese,Sunnyside,Queens
Hangar Astoria,NA,4.2,3,0,Tapas / Small Plates,Astoria,Queens
Howah Chinese Restaurant,NA,NA,NA,0,Chinese,Astoria,Queens
El Rawsheh,NA,NA,NA,0,Mexican,Astoria,Queens
Sunny Restaurant,NA,NA,NA,0,Korean,"Flushing, NY",Queens
Flames,NA,NA,NA,0,Middle Eastern,Astoria,Queens
Villa Brazil Cafe,NA,NA,NA,0,Brazilian,Long Island City,Queens
Gaudios Pizzeria & Restaurant,NA,NA,NA,0,Italian,Astoria,Queens
Aji Sushi House,NA,NA,NA,0,Unspecified,Astoria,Queens
Rotana Cafe & Restaurant,NA,NA,NA,0,American,Astoria,Queens
Queen's Comfort,NA,NA,NA,0,American,Astoria,Queens
Atmosphere Restaurant,NA,NA,NA,0,American,Astoria,Queens
Moldy Restaurant & Cafe Inc,NA,NA,NA,0,American,Astoria,Queens
Gyro Ueo,NA,NA,NA,0,Greek,Astoria,Queens
Sampan Chinese Restaurant,NA,NA,NA,0,Chinese,Astoria,Queens
La Cantina Pizza Corp,NA,NA,NA,0,Italian,"Maspeth, NY",Queens
Jr's Diner,NA,NA,NA,0,American,"Maspeth, NY",Queens
Fayrooz Cafe & Hookah Lounge,NA,NA,NA,0,Café,Astoria,Queens
El Parador De Cali Incorporated,NA,NA,NA,0,Mexican,Sunnyside,Queens
Pio Pio,NA,NA,NA,0,Latin American,Sunnyside,Queens
King Fountain Chinese Restaurant Incorporated,NA,NA,NA,0,Chinese,Sunnyside,Queens
Mini Star Snack Bar,NA,NA,NA,0,American,Astoria,Queens
Buffalo Wild Wings - College Point,NA,3.8,28,0,American,College Point,Queens
La Garita Bistro,NA,NA,NA,0,French,"Middle Village, NY",Queens
Ny Seafood Center Incorporated,NA,NA,NA,0,Seafood,Flushing,Queens
Cumbia Y Sabor,NA,NA,NA,0,Caribbean,Sunnyside,Queens
Tut's Hub,NA,4.0,2,0,Egyptian,Astoria,Queens
Porta Bella,NA,NA,NA,0,Italian,Astoria,Queens
Tu Casa Astoria,NA,4.2,9,0,Latin American,Astoria,Queens
Singlecut Brewery Taproom,NA,NA,NA,0,Brewery,Astoria,Queens
Kumo,NA,NA,NA,0,Japanese,Astoria,Queens
Francescos Pizzeria,NA,NA,NA,0,Italian,Kew Gardens,Queens
Oishii Sushi Japanese Restaurant,NA,NA,NA,0,Japanese,Astoria,Queens
Arriba Arriba Mexican Restaurant - Queens,NA,4.0,31,0,Mexican,Sunnyside,Queens
Eastem Restaurant Flushing,NA,NA,NA,0,American,Flushing,Queens
Ha's Chinese,NA,4.3,74,0,Comfort Food,Astoria,Queens
Addy's Barbeque,NA,NA,NA,0,American,Astoria,Queens
Wah Yeungs Kitchen,NA,NA,NA,0,Chinese,Sunnyside,Queens
China Palace,NA,NA,NA,0,Chinese,Astoria,Queens
Anemos,NA,4.6,34,0,Greek,Astoria,Queens
Romanian Garden,NA,NA,NA,0,American,Sunnyside,Queens
Book Chang Dong Soon Tofu,NA,NA,NA,0,Barbecue,Flushing,Queens
Kang Ho Dong Baekjeong,NA,NA,NA,0,Asian,Flushing,Queens
Bajeko Sekuwa NYC,NA,4.7,2,0,Nepalese,Sunnyside,Queens
MO:DEN,NA,NA,NA,0,Korean,Flushing,Queens
El Basurero,NA,NA,NA,0,Latin American,Astoria,Queens
Cardamom Indian Cuisine,NA,NA,NA,0,Indian,Sunnyside,Queens
Biriyani House,NA,NA,NA,0,Indian,Sunnyside,Queens
Angelos Pizza & Restaurant,NA,NA,NA,0,Italian,"Maspeth, NY",Queens
Ecuadorian Restaurant Food Co,NA,NA,NA,0,American,Astoria,Queens
The Gaslight,NA,NA,NA,0,Grill,Sunnyside,Queens
Brousko,NA,NA,NA,0,Mediterranean,Astoria,Queens
Delicias Manabitas Corporation,NA,NA,NA,0,Fusion / Eclectic,Long Island City,Queens
60 Beans Kitchen,NA,4.8,3,0,Contemporary American,Astoria,Queens
Lunera Modern Mexican,NA,4.1,7,0,Mexican,Astoria,Queens
Mc Canns Pub & Grill,NA,NA,NA,0,Grill,Astoria,Queens
Fresh And Organic Llc Dba Fusion Juice Bar,NA,NA,NA,0,Vegetarian,Astoria,Queens
Geo Si Gi,NA,NA,NA,0,Korean,Flushing,Queens
Tufino Pizzera,NA,NA,NA,0,Pizzeria,Astoria,Queens
Aji Sushi House - Astoria,NA,NA,NA,0,Japanese,Astoria,Queens
Emilias Pizzaria,NA,NA,NA,0,Italian,Astoria,Queens
The Grand,NA,NA,NA,0,American,Astoria,Queens
New Sweet Rice Kitchen,NA,NA,NA,0,American,"Glendale, NY",Queens
Tru,NA,4.4,96,0,Mediterranean,Astoria,Queens
Northern Sushi,NA,NA,NA,0,Sushi,Flushing,Queens
Butcher Bar,NA,4.0,14,0,American,Astoria,Queens
Mi Bolivia,NA,NA,NA,0,Latin American,Sunnyside,Queens
Golden Wok,NA,NA,NA,0,Chinese,Sunnyside,Queens
Rumy Wasi Restaurant,NA,NA,NA,0,American,Sunnyside,Queens
De Mole,NA,NA,NA,0,Mexican,Sunnyside,Queens
Heart of Gold,NA,NA,NA,0,Bar / Lounge / Bottle Service,Astoria,Queens
BRIK Astoria,NA,NA,NA,0,American,Astoria,Queens
Via Trenta,NA,4.5,179,0,Italian,Astoria,Queens
Palazzo Grill And Bar,NA,NA,NA,0,Grill,Flushing,Queens
Rosa Pizza,NA,NA,NA,0,Italian,"Ridgewood, NY",Queens
The Thirsty Koala,NA,4.6,290,0,Australian,Astoria,Queens
Mi Nueva Rancho Bar & Restaur Ant Corporation,NA,NA,NA,0,Southwest,Sunnyside,Queens
Las Perlas Salvadorian Resturant,NA,NA,NA,0,Mexican,Flushing,Queens
Mario's Restaurant,NA,NA,NA,0,Italian,Sunnyside,Queens
Albatross Bar,NA,NA,NA,0,Grill,Astoria,Queens
Polito Pizza Corporation,NA,NA,NA,0,Italian,Astoria,Queens
Glorious Food Inc,NA,NA,NA,0,American,"Maspeth, NY",Queens
Las Margaritas,NA,NA,NA,0,Mexican,Astoria,Queens
Raven's Head,NA,NA,NA,0,Café,Astoria,Queens
William Hallet,NA,4.3,32,0,Contemporary American,Astoria,Queens
JJ's Asian Fusion,NA,NA,NA,0,Asian,Astoria,Queens
Tacos Mexico,NA,NA,NA,0,Mexican,Astoria,Queens
Sakura,NA,NA,NA,0,Sushi,Astoria,Queens
Rosatoro,NA,4.5,8,0,Peruvian,Astoria,Queens
Don Kew Inc Ii,NA,NA,NA,0,American,Astoria,Queens
Boonchu #2,NA,NA,NA,0,Thai,Astoria,Queens
Kurry Qulture,NA,4.6,88,0,Contemporary Indian,Astoria,Queens
Pink Nori,NA,NA,NA,0,Sushi,Astoria,Queens
Metro Coffee Restaurant,NA,NA,NA,0,American,Astoria,Queens
Oceano Greek Seafood Restaurant,NA,NA,NA,0,American,Astoria,Queens
Joy Cafe Incorporated,NA,NA,NA,0,American,Astoria,Queens
Two Lizards Bar & Grill Inc,NA,NA,NA,0,Grill,Astoria,Queens
CP Grill,NA,NA,NA,0,Greek,College Point,Queens
District Saigon,NA,4.5,48,0,Vietnamese,Astoria,Queens
La Choza Del Gordo,NA,NA,NA,0,Latin American,Long Island City,Queens
Katarina Bar & Grill,NA,NA,NA,0,Gastro Pub,Kew Gardens,Queens
Sangria's,NA,NA,NA,0,Café,Astoria,Queens
Gq Bar And Grill,NA,NA,NA,0,Grill,Long Island City,Queens
Jongro Bbq,NA,NA,NA,0,Grill,Flushing,Queens
Golden Fountain Kitchen Incorporated,NA,NA,NA,0,Chinese,Kew Gardens,Queens
Spolini's Family Style Restaurant,NA,3.8,5,0,Italian,Kew Gardens,Queens
Maggie Mae's Bar,NA,NA,NA,0,Bar / Lounge / Bottle Service,Sunnyside,Queens
Bella Donna Pizza Garden,NA,NA,NA,0,Pizza Bar,Astoria,Queens
Avenue Cafe,NA,4.7,1,0,Café,Astoria,Queens
Kun Sohn Korean,NA,NA,NA,0,Korean,Flushing,Queens
New Jagaichi Sushi,NA,NA,NA,0,Sushi,Flushing,Queens
Cantina's Pizza,NA,NA,NA,0,Italian,Astoria,Queens
Acento Latin Kitchen & Bar,NA,NA,NA,0,Latin / Spanish,Astoria,Queens
Chili Cafe 1,NA,NA,NA,0,American,"Ridgewood, NY",Queens
Baha Lounge Corporation,NA,NA,NA,0,Grill,"Glendale, NY",Queens
Salt & Fat,NA,NA,NA,0,Café,Sunnyside,Queens
Ihop,NA,NA,NA,0,American,Flushing,Queens
Hinomaru Ramen,NA,NA,NA,0,American,Astoria,Queens
Austin's Ale House,NA,3.7,126,0,American,Kew Gardens,Queens
Boutique Bistro,NA,4.7,8,0,Mediterranean,Astoria,Queens
Pattanian Thai Restaurant,NA,NA,NA,0,Thai,"Queens, NY",Queens
Lefkos Pyrgos,NA,NA,NA,0,American,Astoria,Queens
J M Bbq Hut Incorporated,NA,NA,NA,0,Barbecue,Sunnyside,Queens
Watawa Sushi,NA,NA,NA,0,Sushi,Astoria,Queens
Taverna Kyclades,NA,4.5,1,0,Greek,Astoria,Queens
Republic Bar,NA,NA,NA,0,American,Astoria,Queens
La Cabana Jarabacoa,NA,NA,NA,0,Mexican,"Ridgewood, NY",Queens
Astoria Tavern,NA,NA,NA,0,Grill,Astoria,Queens
Coppolas Pizza,NA,NA,NA,0,Italian,"College Point, NY",Queens
Edison Place,NA,NA,NA,0,American,"Glendale, NY",Queens
Dani House Of Pizza Restaurant,NA,NA,NA,0,Italian,Kew Gardens,Queens
7 Star Coffee Shop,NA,NA,NA,0,American,"College Point, NY",Queens
Keilly Chinese Restaurant,NA,NA,NA,0,Chinese,"College Point, NY",Queens
Metro Sushi Cafe,NA,NA,NA,0,Sushi,Kew Gardens,Queens
The Last Word,NA,4.9,4,0,Seafood,Astoria,Queens
Mekong Thai & Vietnamese Restaurant,NA,NA,NA,0,Thai,Flushing,Queens
Boon by Moldova Restaurant,NA,3.5,4,0,Eastern European,Sunnyside,Queens
Tikka Indian Grill - Astoria,NA,4.7,1,0,Indian,Kew Gardens,Queens
Soleluna,NA,4.7,211,0,Italian,Sunnyside,Queens
Sodam,NA,NA,NA,0,Korean,Flushing,Queens
Oliver's Astoria,NA,NA,NA,0,American,Astoria,Queens
Bubbas Bistro,NA,NA,NA,0,Creole / Cajun / Southern,Astoria,Queens
Krolewskie Jadlo - Ridgewood,NA,NA,NA,0,European,"Ridgewood, NY",Queens
Natural Tofu,NA,NA,NA,0,American,Sunnyside,Queens
Dream Cafe,NA,NA,NA,0,American,Astoria,Queens
The Avenue Bar And Grill,NA,NA,NA,0,Grill,"Glendale, NY",Queens
Misoya,NA,NA,NA,0,Sushi,Flushing,Queens
Prima Sarabella Bar Restaurant Corporation,NA,NA,NA,0,American,Sunnyside,Queens
Les Mais Cafe Incorporated,NA,NA,NA,0,American,Astoria,Queens
Seva Indian Cuisine,NA,NA,NA,0,Indian,Astoria,Queens
Village Diner,NA,NA,NA,0,American,Kew Gardens,Queens
Mad For Chicken,NA,NA,NA,0,Korean,Flushing,Queens
Sweet Afton,NA,NA,NA,0,American,Astoria,Queens
Glendale Diner,NA,NA,NA,0,American,"Glendale, NY",Queens
The Brothers Cafe Incorporated,NA,NA,NA,0,American,Sunnyside,Queens
Red Robin Gourmet Burgers And Brews,NA,NA,NA,0,American,Flushing,Queens
Cafe Ole,NA,4.4,29,0,Spanish,Long Island City,Queens
Tavern 157,NA,NA,NA,0,Chinese,Flushing,Queens
Matsu Sushi Corp,NA,NA,NA,0,Sushi,Astoria,Queens
Off The Hook - Astoria,NA,4.4,101,0,Contemporary American,Astoria,Queens
Video Express,NA,NA,NA,0,American,Astoria,Queens
Lazy Ibis,NA,NA,NA,0,American,Astoria,Queens
Ovelia Psistaria Bar,NA,4.4,276,0,Greek,Astoria,Queens
Ramen & Yakitori Okidoki,NA,NA,NA,0,Asian,Astoria,Queens
Gowasabi Astoria Incorporated,NA,NA,NA,0,Sushi,Astoria,Queens
Spolem,NA,NA,NA,0,American,"Ridgewood, NY",Queens
El Mero Mero,NA,4.7,18,0,Mexican,Long Island City,Queens
Dae Sung Restaurant,NA,NA,NA,0,American,Flushing,Queens
New Dragon Chinese Food,NA,NA,NA,0,Chinese,Flushing,Queens
Bar Italia,NA,4.2,67,0,Italian,Astoria,Queens
El Olivo,NA,NA,NA,0,Spanish,Astoria,Queens
Taqueria Kermes,NA,NA,NA,0,Mexican,"Ridgewood, NY",Queens
Mokja,NA,NA,NA,0,Korean,Astoria,Queens
Dazies,NA,NA,NA,0,Italian,Sunnyside,Queens
Scorpio Cafe & Bar,NA,NA,NA,0,American,Astoria,Queens
Flower Drum Restaurant Inc,NA,NA,NA,0,Chinese,Astoria,Queens
Family Corner Restaurant,NA,NA,NA,0,Greek,Astoria,Queens
Wave Thai,NA,NA,NA,0,Thai,Astoria,Queens
Pye Boat Noodle,NA,NA,NA,0,Asian,Astoria,Queens
1.5 Galbi Corp,NA,NA,NA,0,Korean,Flushing,Queens
Bareburger - Ditmars,NA,4.0,1,0,Burgers,Astoria,Queens
Tong Tong And Gibum,NA,NA,NA,0,Korean,Flushing,Queens
Dragon & Phoenix Restaurant,NA,NA,NA,0,Chinese,Astoria,Queens
Caravan Chicken Incorporated,NA,NA,NA,0,American,Astoria,Queens
Vite Vinosteria,NA,NA,NA,0,Café,Astoria,Queens
Young Vin Restaurant,NA,NA,NA,0,American,Flushing,Queens
Mikes Diner,NA,NA,NA,0,American,Astoria,Queens
Rose & Joes Italian Bakery,NA,NA,NA,0,Italian,Astoria,Queens
Truva Grill Cafe,NA,NA,NA,0,American,Astoria,Queens
E Chiban Sushi Incorporated,NA,NA,NA,0,Sushi,"Ridgewood, NY",Queens
Zenon Taverna,NA,NA,NA,0,American,Astoria,Queens
Layali Dubai,NA,NA,NA,0,Middle Eastern,Astoria,Queens
Il Bambino,NA,NA,NA,0,Italian,Astoria,Queens
Hapisgah,NA,NA,NA,0,Kosher,Kew Gardens,Queens
Djerdan #1,NA,NA,NA,0,Greek,Astoria,Queens
Los Amigos Mexican Restaurant,NA,NA,NA,0,Mexican,Astoria,Queens
Eastern Lounge Cafe,NA,NA,NA,0,American,Astoria,Queens
Enthaice Thai Kitchen,NA,NA,NA,0,Thai,Astoria,Queens
Bartolino's Restaurant,NA,3.9,20,0,Italian,Astoria,Queens
Bareburger - Astoria,NA,4.0,3,0,Burgers,Astoria,Queens
2315 Restaurant Corporation,NA,NA,NA,0,American,Astoria,Queens
BBartolino's Fine Italian Pizza,NA,NA,NA,0,Italian,Astoria,Queens
Yajai Thai Restaurant,NA,NA,NA,0,Thai,Astoria,Queens
Seven Seas Cafe,NA,NA,NA,0,American,"Ridgewood, NY",Queens
King Wok Restaurant,NA,NA,NA,0,Chinese,"Glendale, NY",Queens
Green Garden,NA,NA,NA,0,American,Sunnyside,Queens
Sweet Spot,NA,4.4,1,0,American,Astoria,Queens
El Vicentino Restaurant,NA,NA,NA,0,Mexican,Flushing,Queens
Burger Plus,NA,NA,NA,0,Burgers,Kew Gardens,Queens
Futigi,NA,NA,NA,0,Japanese,Flushing,Queens
Pete's Grill,NA,NA,NA,0,American,Sunnyside,Queens
Ronnie's Cafe & Restaurant Llc,NA,NA,NA,0,American,Flushing,Queens
Chops Steak House,NA,NA,NA,0,Steakhouse,Flushing,Queens
Ten Full Restaurant,NA,NA,NA,0,Chinese,Sunnyside,Queens
China Dish,NA,NA,NA,0,Chinese,"Ridgewood, NY",Queens
Applebee's Grill and Bar - Astoria,NA,NA,NA,0,American,Astoria,Queens
Parkside Pub,NA,NA,NA,0,Grill,"Whitestone, NY",Queens
No Partners,NA,NA,NA,0,American,"Queens, NY",Queens
The Trestle,NA,4.6,5,0,Contemporary American,Astoria,Queens
Tippin Inn Bar & Grill,NA,NA,NA,0,Grill,Astoria,Queens
Ornella Trattoria Italiana,NA,4.3,274,0,Italian,Astoria,Queens
Mom's Kitchen and Bar - Astoria,NA,NA,NA,0,American,Astoria,Queens
Pachanga Patterson,NA,NA,NA,0,Café,Astoria,Queens
Tu Casa Restaurant,NA,NA,NA,0,Peruvian,Kew Gardens,Queens
Michael Angelo's Restaurant,NA,NA,NA,0,Italian,Astoria,Queens
S Prime,NA,4.4,268,0,Steakhouse,Long Island City,Queens
Peters Kitchens Incorporated,NA,NA,NA,0,American,Kew Gardens,Queens
New Peter's Kitchen,NA,NA,NA,0,Japanese,Kew Gardens,Queens
Studio Square,NA,NA,NA,0,Burgers,Long Island City,Queens
Hangar Bar & Grill (the),NA,NA,NA,0,Grill,Kew Gardens,Queens
George's at Kaufman Astoria Studios,NA,4.2,511,0,Contemporary American,Astoria,Queens
Gula,NA,3.3,4,0,American,Forest Hills,Queens
KX burger & Beyond,NA,NA,NA,0,Burgers,Astoria,Queens
Senso Unico Restaurant,NA,4.5,2,0,Italian,Sunnyside,Queens
Pronto Pizza,NA,NA,NA,0,Italian,Astoria,Queens
Title,Clients last day,Rating,Voters,Price,Kitchen,Location,Boroughs
Taverna on the Bay,NA,4.8,235,0,Seafood,Staten Island,Staten Island
Navy Pier,14,4.7,21,0,Contemporary American,Staten Island,Staten Island
Pastavino,NA,4.7,102,0,Italian,Staten Island,Staten Island
Bocelli Ristorante,NA,4.9,429,0,Italian,Staten Island,Staten Island
Violette's Cellar,NA,4.9,442,0,American,Staten Island,Staten Island
Taste of India II,NA,5.0,139,0,Indian,Staten Island,Staten Island
Sakana Sushi & Hibachi Steakhouse,2,5.0,23,0,Sushi,Staten Island,Staten Island
Incas Grill Peruvian Kitchen,NA,4.5,108,0,Peruvian,Staten Island,Staten Island
Angelina's Kitchen,NA,4.8,4,0,Italian,Staten Island,Staten Island
Sofia's Taqueria - Amboy Rd,NA,4.6,19,0,Mexican,Staten Island,Staten Island
Richmond Republic,5,4.5,177,0,American,Staten Island,Staten Island
The Richmond,NA,4.8,251,0,Contemporary American,Staten Island,Staten Island
Lilya's Restaurant & Grill-Cafe Gourmand,NA,3.8,3,0,International,Staten Island,Staten Island
"Lorenzo's Restaurant, Bar & Caberet - Hilton Garden Inn - SI",NA,4.9,166,0,Italian,Staten Island,Staten Island
Vinum Wine Bar & Restauarant,1,4.8,310,0,Italian,Staten Island,Staten Island
Maizal - Staten Island,NA,4.7,205,0,Mexican,Staten Island,Staten Island
Bayou,NA,4.6,29,0,Cajun,Staten Island,Staten Island
Sally's Southern,18,4.4,5,0,Southern,Staten Island,Staten Island
Mountain Fusion inc,6,4.3,3,0,Japanese,Staten Island,Staten Island
Angelina's Ristorante,NA,4.8,313,0,Italian,Staten Island,Staten Island
Vitalia,4,4.1,4,0,Italian,Staten Island,Staten Island
Zio Toto - Staten Island,NA,4.6,2,0,Italian,Staten Island,Staten Island
Sofia's Taqueria,NA,4.4,201,0,Mexican,Staten Island,Staten Island
Flour & Oak,NA,4.7,52,0,Italian,Staten Island,Staten Island
O'Henry's Publick House,6,4.4,6,0,Gastro Pub,Staten Island,Staten Island
Aunt Butchies of Brooklyn - Staten Island,NA,4.3,134,0,Italian,Staten Island,Staten Island
Toto's Restaurant,NA,NA,NA,0,Italian,Staten Island,Staten Island
Casa Verde,NA,NA,NA,0,Mexican,Staten Island,Staten Island
Fig & Vine,NA,NA,NA,0,Bistro,Staten Island,Staten Island
Little Italy Gourmet,NA,NA,NA,0,Italian,Staten Island,Staten Island
Thai Ghang Waan,NA,NA,NA,0,American,Staten Island,Staten Island
Zaghloul Grill,NA,NA,NA,0,American,Staten Island,Staten Island
Fushimi - Staten Island,NA,4.4,112,0,Japanese,Staten Island,Staten Island
Restaurant On The Plaza Pizzeria,NA,NA,NA,0,Italian,Staten Island,Staten Island
Los Two Potrillos Restaurant Corporation,NA,NA,NA,0,American,Staten Island,Staten Island
La Strada Restaurant,NA,NA,NA,0,Italian,Staten Island,Staten Island
Villa Ponte,NA,NA,NA,0,Italian,Staten Island,Staten Island
Ers Restaurant Inc,NA,NA,NA,0,American,Staten Island,Staten Island
Brioso,NA,NA,NA,0,Italian,Staten Island,Staten Island
La Fontana Restaurant,NA,NA,NA,0,Mexican,Staten Island,Staten Island
Madang,NA,NA,NA,0,Korean,Staten Island,Staten Island
Crown Palace,NA,NA,NA,0,Chinese,Staten Island,Staten Island
New Times Chinese & Japanese,NA,NA,NA,0,Japanese,Staten Island,Staten Island
Pizzeria Giove,NA,NA,NA,0,Italian,Staten Island,Staten Island
Canlon's Restaurant,NA,NA,NA,0,American,Staten Island,Staten Island
Taste Of China,NA,NA,NA,0,Chinese,Staten Island,Staten Island
Drive In Cafe,NA,NA,NA,0,American,Staten Island,Staten Island
Manor House,NA,NA,NA,0,American,Staten Island,Staten Island
Tacks Chinese Take Out,NA,NA,NA,0,Chinese,Staten Island,Staten Island
Nataka Sushi,NA,NA,NA,0,Sushi,Staten Island,Staten Island
Oakwood Diner,NA,NA,NA,0,American,Staten Island,Staten Island
Lius Garden Restaurant,NA,NA,NA,0,American,Staten Island,Staten Island
Shaking Crab - Staten Island,NA,NA,NA,0,Seafood,Staten Island,Staten Island
Grill Lesa,NA,NA,NA,0,Grill,Staten Island,Staten Island
Filippo's Italian Restaurant,NA,NA,NA,0,Italian,Staten Island,Staten Island
Metro Bar & Bistro,NA,4.4,16,0,American,Staten Island,Staten Island
Excelsior Grand,NA,NA,NA,0,American,Staten Island,Staten Island
Mekan Authentic Turkish Grill & Restaurant Inc,NA,NA,NA,0,Eastern European,Staten Island,Staten Island
Simple Asia,NA,NA,NA,0,Asian,Staten Island,Staten Island
Troy Restaurant,NA,NA,NA,0,Fusion / Eclectic,Staten Island,Staten Island
Tomatachi Wok,NA,NA,NA,0,Chinese,Staten Island,Staten Island
Ciminna Café,NA,NA,NA,0,Café,Staten Island,Staten Island
Mario's - Staten Island,NA,4.5,165,0,Italian,Staten Island,Staten Island
Via Napoli,NA,NA,NA,0,Pizzeria,Staten Island,Staten Island
Nunzios Pizzeria & Restaurant,NA,NA,NA,0,Italian,Staten Island,Staten Island
